epoch,step,train_loss
0,49,0.010864950716495514
1,99,0.0014317265013232827
1,149,0.003450423013418913
2,199,0.0026606873143464327
3,249,0.0011648193467408419
3,299,0.0007326079066842794
4,349,0.001244337996467948
5,399,0.0006772044580429792
5,449,0.0007783344481140375
6,499,0.0018465614411979914
6,549,0.001502323430031538
7,599,0.0008710811962373555
8,649,0.0008891418692655861
8,699,0.0009355488000437617
9,749,0.000963933183811605
10,799,0.0005257095326669514
10,849,0.0017542063724249601
11,899,0.0017547685420140624
12,949,0.0007306454353965819
12,999,0.0009482393506914377
13,1049,0.0005962020950391889
13,1099,0.0007021739729680121
14,1149,0.0006878186832182109
15,1199,0.0013021377380937338
15,1249,0.0021119650918990374
16,1299,0.0011172823142260313
17,1349,0.001040948205627501
17,1399,0.0014123038854449987
18,1449,0.0013871851842850447
18,1499,0.001510846195742488
19,1549,0.0003755609504878521
20,1599,0.0006186392856761813
20,1649,0.0007472886936739087
21,1699,0.001442302600480616
22,1749,0.0016593763139098883
22,1799,0.000673266826197505
23,1849,0.0017420889344066381
24,1899,0.001105255214497447
24,1949,0.0017249539960175753
25,1999,0.0009281198144890368
25,2049,0.0008288752869702876
26,2099,0.0011005108244717121
27,2149,0.0008777562761679292
27,2199,0.0012937943683937192
28,2249,0.0012007204350084066
29,2299,0.0018604034557938576
29,2349,0.0014079606626182795
30,2399,0.0011501675471663475
31,2449,0.0015483766328543425
31,2499,0.0004886672832071781
32,2549,0.0007577834185212851
32,2599,0.002059570513665676
33,2649,0.0006412261864170432
34,2699,0.0014382291119545698
34,2749,0.0032648402266204357
35,2799,0.0009569166577421129
36,2849,0.0006685807602480054
36,2899,0.0011776869650930166
37,2949,0.0011884926352649927
37,2999,0.0010153790935873985
38,3049,0.000863937777467072
39,3099,0.0008768981206230819
39,3149,0.0006950220558792353
40,3199,0.001125925686210394
41,3249,0.0002357620105613023
41,3299,0.0014406384434551
42,3349,0.00030837947269901633
43,3399,0.00042579727596603334
43,3449,0.001505924854427576
44,3499,0.0015440569259226322
44,3549,0.0008305163937620819
45,3599,0.0007297968259081244
46,3649,0.0010183998383581638
46,3699,0.0011105213779956102
47,3749,0.0009395673405379057
48,3799,0.001128789852373302
48,3849,0.0016904224175959826
49,3899,0.0011728410609066486
49,3949,0.0030754220206290483
50,3999,0.0009393947548232973
51,4049,0.000828886404633522
51,4099,0.0007863221690058708
52,4149,0.0019374509574845433
53,4199,0.0009321122197434306
53,4249,0.0010712414514273405
54,4299,0.0004931538715027273
55,4349,0.003054641652852297
55,4399,0.0011139725102111697
56,4449,0.00038080711965449154
56,4499,0.0004460849449969828
57,4549,0.00085178401786834
58,4599,0.0005904244026169181
58,4649,0.0012687875423580408
59,4699,0.0006748425075784326
60,4749,0.0008487848099321127
60,4799,0.0007566231652162969
61,4849,0.0007518953643739223
62,4899,0.0007258916739374399
62,4949,0.0004881385830231011
63,4999,0.001349833095446229
63,5049,0.00057679892051965
64,5099,0.000320189050398767
65,5149,0.0009398318943567574
65,5199,0.0007870845147408545
66,5249,0.00032888021087273955
67,5299,0.0010986195411533117
67,5349,0.000976938521489501
68,5399,0.0007781099411658943
68,5449,0.000836265622638166
69,5499,0.001519280718639493
70,5549,0.000617228273767978
70,5599,0.0009144976502284408
71,5649,0.0009880457073450089
72,5699,0.0009554430143907666
72,5749,0.0010779084404930472
73,5799,0.0010652999626472592
74,5849,0.0003284370177425444
74,5899,0.0006616960745304823
75,5949,0.00114051706623286
75,5999,0.0007501063519157469
76,6049,0.0009622227516956627
77,6099,0.0009199476335197687
77,6149,0.00047911613364703953
78,6199,0.0007139841327443719
79,6249,0.0011362198274582624
79,6299,0.0012678469065576792
80,6349,0.0006438253913074732
81,6399,0.0017817947082221508
81,6449,0.0008829130092635751
82,6499,0.001105808187276125
82,6549,0.0007734919781796634
83,6599,0.0007027311949059367
84,6649,0.0010881749913096428
84,6699,0.0005634587723761797
85,6749,0.001191211980767548
86,6799,0.000501264410559088
86,6849,0.001004831399768591
87,6899,0.0008246254292316735
87,6949,0.0009434159728698432
88,6999,0.0002365118998568505
89,7049,0.00029604684095829725
89,7099,0.0007573222974315286
90,7149,0.0006241110386326909
91,7199,0.0010317421983927488
91,7249,0.0004972915630787611
92,7299,0.000544792739674449
93,7349,0.0018940754234790802
93,7399,0.0015992408152669668
94,7449,0.001268060877919197
94,7499,0.0006906554335728288
95,7549,0.0006234963657334447
96,7599,0.00031454331474378705
96,7649,0.0011725521180778742
97,7699,0.0005916099762544036
98,7749,0.0008049372700043023
98,7799,0.0016002495540305972
99,7849,0.0005932927597314119
99,7899,0.0003522780607454479
100,7949,0.0009247084381058812
101,7999,0.0013729442143812776
101,8049,0.0007613312918692827
102,8099,0.0005613279645331204
103,8149,0.0007918318151496351
103,8199,0.0006903739413246512
104,8249,0.0002601661253720522
105,8299,0.002282308880239725
105,8349,0.0007898108451627195
106,8399,0.0016448389505967498
106,8449,0.0008688302477821708
107,8499,0.0011543927248567343
108,8549,0.0007340205484069884
108,8599,0.0005234453710727394
109,8649,0.0004364558553788811
110,8699,0.0004804319469258189
110,8749,0.0008187616476789117
111,8799,0.0013772970996797085
112,8849,0.0010433250572532415
112,8899,0.0005494054057635367
113,8949,0.0014231723034754395
113,8999,0.0009608977707102895
114,9049,0.001161631429567933
115,9099,0.00061782356351614
115,9149,0.0008661413448862731
116,9199,0.0008122939034365118
117,9249,0.00038447295082733035
117,9299,0.0004528958525042981
118,9349,0.0007416277658194304
118,9399,0.0007068187114782631
119,9449,0.0005414568004198372
120,9499,0.0007070011924952269
120,9549,0.0002836594940163195
121,9599,0.00021623937936965376
122,9649,0.0005061759147793055
122,9699,0.0006145572988316417
123,9749,0.0008585494942963123
124,9799,0.0006904189358465374
124,9849,0.00047491869190707803
125,9899,0.0005550769856199622
125,9949,0.0013178243534639478
126,9999,0.00047241838183254004
127,10049,0.0009197171893902123
127,10099,0.0006943678017705679
128,10149,0.0006876440602354705
129,10199,0.000829566502943635
129,10249,0.0012022726004943252
130,10299,0.0005901100230403244
131,10349,0.0007159601664170623
131,10399,0.000622654682956636
132,10449,0.0015007508918642998
132,10499,0.0015974428970366716
133,10549,0.0005225350032560527
134,10599,0.0009731309837661684
134,10649,0.0003295326605439186
135,10699,0.0006215497851371765
136,10749,0.0004966519773006439
136,10799,0.0004527380224317312
137,10849,0.001199609017930925
137,10899,0.0007164502749219537
138,10949,0.0012833826476708055
139,10999,0.001024980447255075
139,11049,0.0004221474810037762
140,11099,0.00038871701690368354
141,11149,0.0005293066496960819
141,11199,0.0017734747380018234
142,11249,0.0005279129836708307
143,11299,0.0007712316000834107
143,11349,0.0004371064715087414
144,11399,0.00034559372579678893
144,11449,0.00021303104585967958
145,11499,0.0006948098889552057
146,11549,0.0006786137237213552
146,11599,0.0003878814750351012
147,11649,0.000982829718850553
148,11699,0.0007739190477877855
148,11749,0.0008423668332397938
149,11799,0.0006418274715542793
149,11849,0.0006544621428474784
150,11899,0.0006893646204844117
151,11949,0.0006878403946757317
151,11999,0.0006363840075209737
152,12049,0.00038354285061359406
153,12099,0.00034360590507276356
153,12149,0.0004748310020659119
154,12199,0.0003446831542532891
155,12249,0.0007869821274653077
155,12299,0.0008172667003236711
156,12349,0.0004905475070700049
156,12399,0.0016445200890302658
157,12449,0.0007934899185784161
158,12499,0.00026145135052502155
158,12549,0.0003699621302075684
159,12599,0.0006697098724544048
160,12649,0.00032729783561080694
160,12699,0.0005802296800538898
161,12749,0.0006687481072731316
162,12799,0.0006205051322467625
162,12849,0.001115573337301612
163,12899,0.0002178313152398914
163,12949,0.0004953148891218007
164,12999,0.0013161891838535666
165,13049,0.0008707602391950786
165,13099,0.0007391545223072171
166,13149,0.00032012027804739773
167,13199,0.0015537901781499386
