epoch,step,train_loss
1,49,0.3133283853530884
3,99,0.020665228366851807
4,149,0.00588640384376049
6,199,0.08308853954076767
7,249,0.0009980534669011831
9,299,0.009762090630829334
10,349,0.0018134370911866426
12,399,0.0007326944032683969
14,449,0.019045725464820862
15,499,0.19798049330711365
17,549,0.0007254101801663637
18,599,0.003394502680748701
20,649,0.0014892760664224625
21,699,0.0009119011810980737
23,749,0.00956468190997839
24,799,0.00048769501154311
26,849,0.0008521442650817335
28,899,0.001687893527559936
29,949,0.0004975327756255865
31,999,0.009177702479064465
32,1049,0.0015966646606102586
34,1099,0.0010320147266611457
35,1149,0.0032847989350557327
37,1199,0.0008488006424158812
39,1249,0.0019978932105004787
40,1299,0.0004603177367243916
42,1349,0.0004974796902388334
43,1399,0.003898380557075143
45,1449,0.0010772200766950846
46,1499,0.0019526442047208548
48,1549,0.002216038294136524
49,1599,0.00031180455698631704
51,1649,0.012497850693762302
53,1699,0.0009686565608717501
54,1749,0.001517305034212768
56,1799,0.00026884564431384206
57,1849,0.003807438537478447
59,1899,0.00022894333233125508
60,1949,0.004356514196842909
62,1999,0.0009112355764955282
64,2049,0.0006477688439190388
65,2099,0.0003994937869720161
67,2149,6.896488775964826e-05
68,2199,0.0006244233809411526
70,2249,0.006605104543268681
71,2299,0.005026492290198803
73,2349,0.0008509488543495536
74,2399,0.0003274936752859503
76,2449,0.0008679205202497542
78,2499,0.00029775663278996944
79,2549,0.0006819082773290575
81,2599,0.00033435464138165116
82,2649,0.0010555709013715386
84,2699,0.0003472545649856329
85,2749,0.0006964461645111442
87,2799,0.004758016671985388
89,2849,0.01368335634469986
90,2899,0.009990612044930458
92,2949,0.002640804275870323
93,2999,0.00123674760106951
95,3049,8.329993579536676e-05
96,3099,0.0006258990615606308
98,3149,0.0011288116220384836
99,3199,0.000609463662840426
101,3249,0.00042707801912911236
103,3299,0.003258200827986002
104,3349,0.001093018101528287
106,3399,0.00017945373838301748
107,3449,0.0007547204731963575
109,3499,0.0001885320816654712
110,3549,0.00031703998683951795
112,3599,0.0010906052775681019
114,3649,0.004163486883044243
115,3699,0.0017263490008190274
