epoch,step,train_loss
0,49,0.05637994408607483
1,99,0.007086726371198893
1,149,0.058769937604665756
2,199,0.047431252896785736
3,249,0.008439034223556519
3,299,0.008180423639714718
4,349,0.006257061846554279
5,399,0.0012057252461090684
5,449,0.0009866972686722875
6,499,0.0012486944906413555
6,549,0.002314290963113308
7,599,0.0008369516581296921
8,649,0.0008269968093372881
8,699,0.0004990041488781571
9,749,0.000590172247029841
10,799,0.0009986902587115765
10,849,0.00046290928730741143
11,899,0.0006875868421047926
12,949,0.0002798624918796122
12,999,0.0007748758071102202
13,1049,0.00045129883801564574
13,1099,0.0006038341671228409
14,1149,0.0004548424039967358
15,1199,0.0015944350743666291
15,1249,0.00048115517711266875
16,1299,0.0002656403521541506
17,1349,0.0005493776989169419
17,1399,0.0008509918116033077
18,1449,0.000703441328369081
18,1499,0.0009304145351052284
19,1549,0.0002897445810958743
20,1599,0.0004251032369211316
20,1649,0.00042265397496521473
21,1699,0.00039100353023968637
22,1749,0.00035370627301745117
22,1799,0.0004530746373347938
23,1849,0.0003417367988731712
24,1899,0.0005965671152807772
24,1949,0.0005133905215188861
25,1999,0.0004927472327835858
25,2049,0.00036697793984785676
26,2099,0.00064218754414469
27,2149,0.000269401294644922
27,2199,0.00029383538640104234
28,2249,0.00041453581070527434
29,2299,0.00040944269858300686
29,2349,0.0007418124587275088
30,2399,0.0006604648660868406
31,2449,0.001216301810927689
31,2499,0.0010230551706627011
32,2549,0.000709588173776865
32,2599,0.00033465342130512
33,2649,0.00032431501313112676
34,2699,0.0004007700190413743
34,2749,0.0010875021107494831
35,2799,0.000662767793983221
36,2849,0.00022817020362708718
36,2899,0.000793385086581111
37,2949,0.00038688056520186365
37,2999,0.000648551038466394
38,3049,0.0017256790306419134
39,3099,0.0005998946726322174
39,3149,0.0005477871745824814
40,3199,0.0005044288700446486
41,3249,0.0004073111340403557
41,3299,0.0003169807605445385
42,3349,0.0008008120348677039
43,3399,0.000350145943230018
43,3449,0.00029433381860144436
44,3499,0.0008310852572321892
44,3549,0.0009268063586205244
45,3599,0.0004564930859487504
46,3649,0.0006255385233089328
46,3699,0.0005052349879406393
47,3749,0.00033852335764095187
48,3799,0.0004934116150252521
48,3849,0.000333641713950783
49,3899,0.000612076953984797
49,3949,0.0005485602887347341
50,3999,0.000691519002430141
51,4049,0.0012378576211631298
51,4099,0.0009220018982887268
52,4149,0.0003961661132052541
53,4199,0.0006603868678212166
53,4249,0.0002230924874311313
54,4299,0.000375959905795753
55,4349,0.0003681423550006002
55,4399,0.0010238457471132278
56,4449,0.0002749409177340567
56,4499,0.0003613653243519366
57,4549,0.0006311232573352754
58,4599,0.000530051882378757
58,4649,0.0003210928407497704
59,4699,0.0003017009294126183
60,4749,0.0005926555022597313
60,4799,0.0016752443043515086
61,4849,0.00047489587450399995
62,4899,0.0021855849772691727
62,4949,0.0006907428614795208
63,4999,0.0007691658101975918
63,5049,0.0005126258474774659
64,5099,0.0006097502773627639
65,5149,0.0005957612302154303
65,5199,0.0003303457051515579
66,5249,0.0005193858523853123
67,5299,0.000876242236699909
67,5349,0.00037430436350405216
68,5399,0.00017074649804271758
68,5449,0.0003557206364348531
69,5499,0.0003352650674059987
70,5549,0.0004981550155207515
70,5599,0.00064441142603755
71,5649,0.0008471416076645255
72,5699,0.00041681004222482443
72,5749,0.0002229690144304186
73,5799,0.0003178943006787449
74,5849,0.00025314392405562103
74,5899,0.00042510591447353363
75,5949,0.0009439734276384115
75,5999,0.0004506174009293318
76,6049,0.0006706698331981897
77,6099,0.0007581897079944611
77,6149,0.00034327610046602786
78,6199,0.0002538710832595825
79,6249,0.0004958052886649966
79,6299,0.0003524931089486927
80,6349,0.00024066939658951014
81,6399,0.0004708403430413455
81,6449,0.00023059775412548333
82,6499,0.0003821564023382962
82,6549,0.0008986407774500549
83,6599,0.0006719866651110351
84,6649,0.0002497685491107404
84,6699,0.0005238422891125083
85,6749,0.00023110966139938682
86,6799,0.0005691212718375027
86,6849,0.00029893903410993516
87,6899,0.0002705771184992045
87,6949,0.0006019779830239713
88,6999,0.0003226501867175102
89,7049,0.000611606752499938
89,7099,0.0002611620002426207
90,7149,0.00036718789488077164
91,7199,0.0006271725287660956
91,7249,0.0004153987974859774
92,7299,0.0005549386842176318
93,7349,0.0006281142123043537
93,7399,0.00043006372288800776
94,7449,0.0003445602487772703
94,7499,0.00019226525910198689
95,7549,0.0003236528718844056
96,7599,0.00033291004365310073
96,7649,0.0006518555455841124
97,7699,0.000356124946847558
98,7749,0.0006664672982878983
98,7799,0.000914693926461041
99,7849,0.001267644576728344
99,7899,0.00010535547335166484
100,7949,0.0004907012335024774
101,7999,0.0003348563623148948
101,8049,0.0011158412089571357
102,8099,0.0007439524051733315
103,8149,0.0005510439514182508
103,8199,0.00026505556888878345
104,8249,0.00042708395631052554
105,8299,0.0005770201678387821
105,8349,0.0003324367571622133
106,8399,0.0005472985212691128
106,8449,0.00044540688395500183
107,8499,0.0003191838623024523
108,8549,0.00039258701144717634
108,8599,0.0007163314730860293
109,8649,0.00026596355019137263
110,8699,0.00020518808742053807
110,8749,0.0003057917347177863
111,8799,0.00025029241805896163
112,8849,0.0001916452602017671
112,8899,0.00022940697090234607
113,8949,0.0004907299880869687
113,8999,0.00031987414695322514
114,9049,0.0003148862160742283
115,9099,0.0007505811518058181
115,9149,0.00041645922465249896
116,9199,0.0002492505591362715
117,9249,0.0004131679015699774
117,9299,0.0014215728733688593
118,9349,0.0005745309172198176
118,9399,0.00042094156378880143
119,9449,0.00037708578747697175
120,9499,0.0001956376072485
120,9549,0.00029186782194301486
121,9599,0.0003417411935515702
122,9649,0.0003461932356003672
122,9699,0.0003017807030119002
123,9749,0.00026783160865306854
124,9799,0.0003184787055943161
124,9849,0.00022524264932144433
125,9899,0.000247157528065145
125,9949,0.0002545831957831979
126,9999,0.0002785668184515089
127,10049,0.0002859234227798879
127,10099,0.0002654030395206064
128,10149,0.0012448468478396535
129,10199,0.0005999114364385605
129,10249,0.00045457074884325266
130,10299,0.0002616054844111204
131,10349,0.0006947214715182781
131,10399,0.00020030964515171945
132,10449,0.00027181790210306644
132,10499,0.0002918691316153854
133,10549,0.00021924178872723132
134,10599,0.0005593593814410269
134,10649,0.00017813021258916706
135,10699,0.00021542099420912564
136,10749,0.0003979368193540722
136,10799,0.00020927609875798225
137,10849,0.0002831294550560415
137,10899,0.0002601721789687872
138,10949,0.0003519972669892013
139,10999,0.0004959424259141088
139,11049,0.00029959261883050203
140,11099,0.00027319369837641716
141,11149,0.0003343980060890317
141,11199,0.0003110690740868449
142,11249,0.00026138959219679236
143,11299,0.0013970655854791403
143,11349,0.0009075871203094721
144,11399,0.0002215079584857449
144,11449,0.0002578294661361724
145,11499,0.0006110904505476356
146,11549,0.0010148007422685623
146,11599,0.000393468770198524
147,11649,0.00026452707243151963
148,11699,0.00045577340642921627
148,11749,0.0006089014350436628
149,11799,0.00038154289359226823
149,11849,0.00019240098481532186
150,11899,0.00019313515804242343
151,11949,0.00036002168781124055
151,11999,0.00038646950270049274
152,12049,0.00018771999748423696
153,12099,0.0002176739799324423
153,12149,0.0009662455995567143
154,12199,0.0002297095925314352
155,12249,0.00023898568178992718
155,12299,0.00023410594440065324
156,12349,0.0002859695232473314
156,12399,0.00030099041759967804
157,12449,0.0003381793212611228
158,12499,0.00027014000806957483
158,12549,0.0003973926359321922
159,12599,0.0003810968773905188
160,12649,0.0002695383154787123
160,12699,0.0004077762714587152
161,12749,0.0009335220092907548
162,12799,0.00031633180333301425
162,12849,0.0002601115847937763
163,12899,0.00031199021032080054
163,12949,0.0001702131557976827
164,12999,0.0007854454452171922
165,13049,0.00048376189079135656
165,13099,0.0005520594422705472
166,13149,0.00031385826878249645
167,13199,0.000288871000520885
167,13249,0.00021392939379438758
168,13299,0.0003986031806562096
168,13349,0.0005903085111640394
169,13399,0.00045552290976047516
170,13449,0.0001808250235626474
170,13499,0.00020813083392567933
171,13549,0.00021226532408036292
172,13599,0.0003024169709533453
172,13649,0.00020817044423893094
173,13699,0.0004363959887996316
174,13749,0.00025695469230413437
174,13799,0.00022508758411277086
175,13849,0.00020198033598717302
175,13899,0.00013237287930678576
176,13949,0.000394997390685603
177,13999,0.00016703442088328302
177,14049,0.0002318018232472241
178,14099,0.0002340579521842301
179,14149,0.0001803371123969555
179,14199,0.00019223359413444996
180,14249,0.00016262814460787922
181,14299,0.0004121770616620779
181,14349,0.00021069160720799118
182,14399,0.00012391780910547823
182,14449,0.0006516857538372278
183,14499,0.00024730912991799414
184,14549,0.0016170915914699435
184,14599,0.0003197680925950408
185,14649,0.0003006824408657849
186,14699,0.0014783910010010004
186,14749,0.00038218620466068387
187,14799,0.000274117395747453
187,14849,0.00045027933083474636
188,14899,0.00022658458328805864
189,14949,0.0013308626366779208
189,14999,0.0003178455517627299
190,15049,0.0002129891945514828
191,15099,0.00023666766355745494
191,15149,0.0001386791409458965
192,15199,0.0002144507598131895
193,15249,0.00043787225149571896
193,15299,0.00025276554515585303
194,15349,0.0005480037070810795
194,15399,0.00019931979477405548
195,15449,0.0002114192902809009
196,15499,0.0005726777599193156
196,15549,0.00015592921408824623
197,15599,0.00025165415718220174
198,15649,0.0005088780308142304
198,15699,0.00038162333657965064
199,15749,0.0002866694703698158
199,15799,0.00038037184276618063
200,15849,0.0006375336670316756
201,15899,0.00024639302864670753
201,15949,0.0005015490460209548
202,15999,0.00023288461670745164
203,16049,0.00014794236631132662
203,16099,0.0002575606049504131
204,16149,0.0001721876469673589
205,16199,0.0004479709023144096
205,16249,0.00023774054716341197
206,16299,0.00019212733604945242
206,16349,0.0003819796838797629
207,16399,0.0006379167316481471
208,16449,0.00019131165754515678
208,16499,0.0002599626895971596
209,16549,0.00034691489418037236
210,16599,0.00029522553086280823
210,16649,0.00023307828814722598
211,16699,0.0009281397797167301
212,16749,0.00032413966255262494
212,16799,0.0002223418850917369
213,16849,0.0003257342323195189
213,16899,0.000679147255141288
214,16949,0.000176236528204754
215,16999,0.00019196863286197186
215,17049,0.0002694826398510486
216,17099,0.00026379816699773073
217,17149,0.00026450646691955626
217,17199,0.0002961800782941282
218,17249,0.0002689349639695138
218,17299,0.0002649253874551505
