epoch,step,train_loss
0,49,0.010235624387860298
1,99,0.003843371057882905
1,149,0.012139319442212582
2,199,0.010677340440452099
3,249,0.002857185434550047
3,299,0.006105188746005297
4,349,0.011996157467365265
5,399,0.011907053180038929
5,449,0.0036703450605273247
6,499,0.0006047903443686664
6,549,0.009037351235747337
7,599,0.008837866596877575
8,649,0.0025429422967135906
8,699,0.00427794037386775
9,749,0.00034622850944288075
10,799,0.008571116253733635
10,849,0.015349325723946095
11,899,0.0003585127415135503
12,949,0.012373415753245354
12,999,0.013350125402212143
13,1049,0.0023421566002070904
13,1099,0.004114505369216204
14,1149,0.015250520780682564
15,1199,0.009899766184389591
15,1249,0.0005889715394005179
16,1299,0.009587808512151241
17,1349,0.0021445604506880045
17,1399,0.005306690465658903
18,1449,0.003351418301463127
18,1499,0.004458818584680557
19,1549,0.00901510939002037
20,1599,0.003426068462431431
20,1649,0.004441102966666222
21,1699,0.0006046234047971666
22,1749,0.0020180533174425364
22,1799,0.005590889602899551
23,1849,0.004220129922032356
24,1899,0.0015857911203056574
24,1949,0.00046627508709207177
25,1999,0.0006238843780010939
25,2049,0.0014010606100782752
26,2099,0.00404581381008029
27,2149,0.0006619830382987857
27,2199,0.0013706616591662169
28,2249,0.0012280435767024755
29,2299,0.0033700470812618732
29,2349,0.002202519215643406
30,2399,0.001022957731038332
31,2449,0.00227913586422801
31,2499,0.001235902775079012
32,2549,0.001693882280960679
32,2599,0.0004036991740576923
33,2649,0.0013540517538785934
34,2699,0.002511602593585849
34,2749,0.0008702207123860717
35,2799,0.0008875646162778139
36,2849,0.000991501030512154
36,2899,0.00037499124300666153
37,2949,0.0017479588277637959
37,2999,0.0009963606717064977
38,3049,0.001609490835107863
39,3099,0.0009236743790097535
39,3149,0.0011711729457601905
40,3199,0.0008524006698280573
41,3249,0.000571856799069792
41,3299,0.0008229363593272865
42,3349,0.0014572273939847946
43,3399,0.0012183156795799732
43,3449,0.00028078784816898406
44,3499,0.001183998305350542
44,3549,0.0004897114704363048
45,3599,0.0006919344887137413
